,genus,Mean_Score
21573,g__Stammera,1.315160742
21574,g__Stanieria,3.47053878
21575,g__Staphylococcus,3.586049754
21576,g__Staphylospora,3.390396394
21577,g__Staphylothermus,2.142216219
21578,g__Stappia,3.76414079
21579,g__Steffania,2.094347485
21580,g__Stella,3.675193758
21581,g__Stenomitos,4.116582134
21582,g__Stenotrophobium,3.161335563
21583,g__Stenotrophomonas,3.467405309
21584,g__Stenotrophomonas_A,3.147612491
21585,g__Stenoxybacter,2.742504341
21586,g__Stercoripulliclostridium,2.461524204
21587,g__Stercoripulliclostridium_A,2.261292017
21588,g__Stercorousia,2.65085656
21589,g__Steroidobacter,2.774714927
21590,g__Steroidobacter_A,4.443948615
21591,g__Sterolibacterium,2.776631977
21592,g__Stieleria,4.527667392
21593,g__Stigmatella,4.770482512
21594,g__Stigonema,5.13320804
21595,g__Stoquefichus,3.537716534
21596,g__Streptacidiphilus,5.607341656
21597,g__Streptantibioticus,4.602882743
21598,g__Streptoalloteichus,4.211184705
21599,g__Streptobacillus,2.124535429
21600,g__Streptococcus,4.252101249
21601,g__Streptohalobacillus,3.074142533
21602,g__Streptomonospora,3.682904872
21603,g__Streptomyces,5.172416322
21604,g__Streptosporangium,5.674882155
21605,g__Stutzerimonas,4.436777672
21606,g__Stygibacter,2.594969021
21607,g__Stygiolobus,2.384279413
21608,g__Subteraquimicrobium,2.068252726
21609,g__Subtercola,3.454559738
21610,g__Succinatimonas,3.249427938
21611,g__Succiniclasticum,3.065453653
21612,g__Succinimonas,4.859136805
21613,g__Succinispira,3.000470074
21614,g__Succinivibrio,3.420375694
21615,g__Suicoccus,3.746381578
21616,g__Suilimivivens,3.390836575
21617,g__Suipraeoptans,3.42705851
21618,g__Sulcia,1.31984967
21619,g__Sulfidibacter,5.09380125
21620,g__Sulfidibacterium,2.512854224
21621,g__Sulfitobacter,3.899204868
21622,g__Sulfitobacter_E,3.409973961
21623,g__Sulfitobacter_F,3.446209562
21624,g__Sulfoacidibacillus,2.940986722
21625,g__Sulfobacillus,3.049373191
21626,g__Sulfobacillus_A,2.980613189
21627,g__Sulfobacillus_B,2.901492975
21628,g__Sulfobacillus_C,2.909261052
21629,g__Sulfobium,2.557212926
21630,g__Sulfodiicoccus,2.480854925
21631,g__Sulfolobus,2.53233651
21632,g__Sulfomarinibacter,2.421851373
21633,g__Sulfopaludibacter,4.299247943
21634,g__Sulfotelmatobacter,3.642231792
21635,g__Sulfuracidifex,2.641451533
21636,g__Sulfuricaulis,2.40903848
21637,g__Sulfuricella,2.896989364
21638,g__Sulfuricurvum,3.629003445
21639,g__Sulfuricystis,3.302766591
21640,g__Sulfuriferula,2.961890653
21641,g__Sulfuriferula_A,3.609769264
21642,g__Sulfuriflexus,2.995702993
21643,g__Sulfurifustis,2.720116337
21644,g__Sulfurihydrogenibium,1.951318641
21645,g__Sulfurimicrobium,3.55752809
21646,g__Sulfurimonas,3.205700835
21647,g__Sulfurirhabdus,3.499621357
21648,g__Sulfuriroseicoccus,3.291431111
21649,g__Sulfurisoma,2.908881903
21650,g__Sulfurisphaera,2.75025451
21651,g__Sulfuritalea,3.313088029
21652,g__Sulfuritortus,2.668958455
21653,g__Sulfurivermis,3.139128105
21654,g__Sulfurivirga,2.63440453
21655,g__Sulfurospirillum,3.372733214
21656,g__Sulfurospirillum_A,2.526253192
21657,g__Sulfurospirillum_B,3.207711512
21658,g__Sulfurovum,3.307325194
21659,g__Sumerlaea,2.14392244
21660,g__Sunxiuqinia,3.123549182
21661,g__Superficieibacter,5.192917004
21662,g__Susulua,1.627524597
21663,g__Sutcliffiella,5.232667606
21664,g__Sutcliffiella_A,5.403876
21665,g__Sutterella,3.50103652
21666,g__Suttonella,3.457685878
21667,g__Suttonella_A,3.036014275
21668,g__Sva-07,3.080420503
21669,g__Sva-25,2.681715928
21670,g__Swaminathania,2.996150059
21671,g__Swingsia,2.91049412
21672,g__Symbiobacter,2.600254366
21673,g__Symbiobacterium,2.89348157
21674,g__Symbiopectobacterium,4.981775525
21675,g__Symbiothrix,2.218093178
21676,g__Symmachiella,3.974017841
21677,g__Symplocastrum,4.317331226
21678,g__Synchoanobacter,2.136432843
21679,g__Synechococcus,3.172267117
21680,g__Synechococcus_B,2.47257656
21681,g__Synechococcus_C,2.891507065
21682,g__Synechococcus_D,2.797217127
21683,g__Synechococcus_F,2.861709303
21684,g__Synechocystis,3.203588052
21685,g__Syner-03,2.880026045
21686,g__Synergistes,2.492174798
21687,g__Synoicihabitans,3.457404825
21688,g__Syntrophaceticus,2.637488754
21689,g__Syntropharchaeum,2.239146735
21690,g__Syntrophobacter,3.290612149
21691,g__Syntrophobotulus,3.081566538
21692,g__Syntrophocurvum,2.448327739
21693,g__Syntrophomonas,2.583194618
21694,g__Syntrophomonas_A,2.854053702
21695,g__Syntrophomonas_B,2.6182748
21696,g__Syntrophopropionicum,2.397156778
21697,g__Syntrophorhabdus,3.02886599
21698,g__Syntrophosphaera,2.183281506
21699,g__Syntrophotalea,2.834782321
21700,g__Syntrophotalea_A,2.737644616
21701,g__Syntrophothermus,2.497071176
21702,g__Syntrophus,3.265192954
21703,g__Sysuiplasma,2.356663856
21704,g__Szabonella,3.562238279
21705,g__T1SED10-198M,2.070680299
21706,g__T1SED10-24,1.688281883
21707,g__T1SED10-26,2.635237046
21708,g__T1SED10-28,2.858637708
21709,g__T1SED10-78,1.613342613
21710,g__T1SED10-81,2.142487707
21711,g__T1SED10-84,2.261506119
21712,g__T1SED10-99,1.779869574
21713,g__T1Sed10-126,2.159166612
21714,g__T1Sed10-49,2.055458103
21715,g__T1Sed10-7,2.42111137
21716,g__T1Sed10-97,2.290958577
21717,g__T33-2,5.675537111
21718,g__T3SED10-260,2.270640479
21719,g__T3SED10-354,1.145333056
21720,g__T3SED10-47,2.12874712
21721,g__T3SED10-7,2.329789825
21722,g__T3Sed10-11,2.551481733
21723,g__T3Sed10-140,1.896812966
21724,g__T3Sed10-183,2.694372845
21725,g__T3Sed10-213,1.87627675
21726,g__T3Sed10-241,2.828537735
21727,g__T3Sed10-336,2.598680362
21728,g__T3Sed10-66,3.081565698
21729,g__T78,2.142277267
21730,g__TA-13,2.617363492
21731,g__TA-20,2.273513448
21732,g__TA-21,2.497495765
21733,g__TA22,3.587920346
21734,g__TAE3-ERU5,2.588453536
21735,g__TC-15,3.257216164
21736,g__TC-195,2.987455465
21737,g__TC-71,3.074037815
21738,g__TC1,2.68769797
21739,g__TCS-49,4.541095365
21740,g__TCS52,2.013917016
21741,g__TCS55,2.122137594
21742,g__TCS56,2.015498274
21743,g__TCS60,1.938975373
21744,g__TCS61,2.164595536
21745,g__TEKIR-12S,2.868895536
21746,g__TEKIR-14,2.985425858
21747,g__TEKIR-21,2.751348765
21748,g__TEKIR-8,3.226301175
21749,g__TFI-002,3.560851798
21750,g__TH-plancto1,3.499399514
21751,g__TH1177,2.833071364
21752,g__TH5893,2.469765828
21753,g__TH5896,3.506262701
21754,g__TIUS-1,2.711113777
21755,g__TK10-74A,2.82004939
21756,g__TMED-70,1.99327526
21757,g__TMED108,1.932828394
21758,g__TMED109,2.027296207
21759,g__TMED112,1.598989141
21760,g__TMED113,1.748325847
21761,g__TMED123,1.673582182
21762,g__TMED126,1.839907498
21763,g__TMED13,1.927528464
21764,g__TMED131,1.687737232
21765,g__TMED14,2.604548945
21766,g__TMED144,1.753896405
21767,g__TMED15,3.207466487
21768,g__TMED161,1.682991217
21769,g__TMED165,1.297255098
21770,g__TMED167,2.697087077
21771,g__TMED170,1.364416491
21772,g__TMED198,1.732915336
21773,g__TMED2,3.351392767
21774,g__TMED211,1.885704315
21775,g__TMED220,1.593661638
21776,g__TMED23,2.889862763
21777,g__TMED25,2.118734056
21778,g__TMED26,2.471550278
21779,g__TMED27,2.611469883
21780,g__TMED48,2.300689699
21781,g__TMED54,2.07456045
21782,g__TMED58,1.861658731
21783,g__TMED6,1.720360227
21784,g__TMED62,1.894359525
21785,g__TMED69,2.241041807
21786,g__TMED78,2.056179025
21787,g__TMED8,3.07639357
21788,g__TMED80,1.951450746
21789,g__TMED88,3.614945303
21790,g__TMED96,1.78685513
21791,g__TMP-24,3.329412585
21792,g__TMP-7,3.63607626
21793,g__TMP-86,3.087412827
21794,g__TMPK1,3.692330853
21795,g__TNE-4,3.534343971
21796,g__TOLSYN,2.827772547
21797,g__TS1B11,2.524247852
21798,g__TTA-H9,2.092982599
21799,g__TWA4,3.959344496
21800,g__TYQ2,2.705705273
21801,g__Tabaqchalia,2.26539346
21802,g__Tabrizicola,3.517835547
21803,g__Tabrizicola_A,3.884536138
21804,g__Tabrizicola_B,3.560706474
21805,g__Tachikawaea,1.591164531
21806,g__Taenaricola,1.659547488
21807,g__Taenariivivens,2.363306689
21808,g__Tagaea,3.268661832
21809,g__Tahibacter,3.750331652
21810,g__Taishania,3.352336884
21811,g__Tamaricihabitans,4.294950778
21812,g__Tamilnaduibacter,3.079627426
21813,g__Tamlana_A,3.036122834
21814,g__Tamlana_B,2.792702423
21815,g__Tamlana_C,2.758576465
21816,g__Tangfeifania,2.661620594
21817,g__Tannerella,2.260289524
21818,g__Tannockella,2.861664731
21819,g__Tantalella,1.787072624
21820,g__Tanticharoenia,3.120268886
21821,g__Tardibacter,3.375402282
21822,g__Tardiphaga,4.346330673
21823,g__Tateyamaria,3.861593211
21824,g__Tatlockia,3.15078644
21825,g__Tatumella,4.761674653
21826,g__Taurinivorans,3.284999246
21827,g__Tautonia,3.977081335
21828,g__Taylorella,3.196298318
21829,g__Tb-RUG-53,2.050416123
21830,g__Tb-RUG-64,1.342429429
21831,g__Tb-RUG-66,3.130637023
21832,g__Tc-Br11,3.214993345
21833,g__Tc-Br11-B2g6-7,2.772067698
21834,g__Tc-Br11-E2g1,2.743790049
21835,g__Tc-Br11-E2g8,2.434594535
21836,g__Telluria,5.305977316
21837,g__Telluribacter,4.575347642
21838,g__Tellurirhabdus,3.945923104
21839,g__Telmatocola,4.167916308
21840,g__Telmatospirillum,3.608089373
21841,g__Tenacibaculum,3.238203082
21842,g__Tenacibaculum_A,2.725306048
21843,g__Tenderia,3.049487278
21844,g__Tenebribacter,2.377630157
21845,g__Tenebrionibacter,4.487379558
21846,g__Tener-01,1.954826426
21847,g__Tenggerimyces,4.654697307
21848,g__Tengunoibacter,4.578710579
21849,g__Tenuibacillus,3.683601828
21850,g__Tenuifilum,2.550314825
21851,g__Tepidamorphus,3.45858653
21852,g__Tepidanaerobacter,2.536669293
21853,g__Tepidibacillus,3.091604948
21854,g__Tepidibacillus_A,3.498288375
21855,g__Tepidibacter,2.672148522
21856,g__Tepidibacter_A,3.180472242
21857,g__Tepidicaulis,3.247048899
21858,g__Tepidicella,3.028862371
21859,g__Tepidiforma,2.692032951
21860,g__Tepidimicrobium,2.945048354
21861,g__Tepidimonas,2.616179779
21862,g__Tepidiphilus,2.198604366
21863,g__Tepiditoga,2.412525385
21864,g__Terasakiella,4.628137717
21865,g__Teredinibacter,3.575626021
21866,g__Teretinema,2.672322177
21867,g__Termiticorpusculum,2.417211566
21868,g__Termitinema,2.820935807
21869,g__Termititenax,1.855454828
21870,g__Terrabacter,3.338260634
21871,g__Terracoccus,3.383208994
21872,g__Terraquivivens,2.079321079
21873,g__Terribacillus,4.903644865
21874,g__Terriglobus,2.773486505
21875,g__Terriglobus_A,3.394580433
21876,g__Terrihabitans,2.879138478
21877,g__Terrihalobacillus,3.79263804
21878,g__Terrilactibacillus,3.912553302
21879,g__Terrimesophilobacter,2.670953243
21880,g__Terrimicrobium,3.10771813
21881,g__Terrimonas,3.655169138
21882,g__Terrimonas_A,3.998952789
21883,g__Terrisporobacter,3.81269214
21884,g__Tersicoccus,2.448860343
21885,g__Tetragenococcus,2.739187479
21886,g__Tetrasphaera,2.938062834
21887,g__Tetrasphaera_A,3.37068903
21888,g__Texcoconibacillus,3.506991832
21889,g__Thalassarchaeum,2.275964958
21890,g__Thalassobacillus,4.84808642
21891,g__Thalassobacter,3.92453578
21892,g__Thalassobaculum,4.146298726
21893,g__Thalassobaculum_A,4.105797306
21894,g__Thalassobium,4.021836454
21895,g__Thalassobius,4.12224775
21896,g__Thalassocella,4.513074158
21897,g__Thalassococcus,3.948326592
21898,g__Thalassococcus_A,3.91666426
21899,g__Thalassococcus_B,3.306298175
21900,g__Thalassoglobus,4.102209744
21901,g__Thalassolituus,3.944757987
21902,g__Thalassomonas,7.237444417
21903,g__Thalassorhabdomicrobium,3.931877128
21904,g__Thalassoroseus,3.781623076
21905,g__Thalassospira,4.584401149
21906,g__Thalassotalea_A,4.5217435
21907,g__Thalassotalea_B,4.241873573
21908,g__Thalassotalea_C,4.424785489
21909,g__Thalassotalea_D,4.214768743
21910,g__Thalassotalea_E,4.612748858
21911,g__Thalassotalea_F,5.016486035
21912,g__Thalassotalea_G,4.543509379
21913,g__Tharpella,2.488728897
21914,g__Thauera,3.520728362
21915,g__Thaumasiovibrio,5.985144054
21916,g__Thermacetogenium,2.399370876
21917,g__Thermaerobacter,2.103192317
21918,g__Thermalbibacter,2.447275668
21919,g__Thermanaeromonas,2.797249754
21920,g__Thermanaerosceptrum,3.133745508
21921,g__Thermanaerothrix,2.319737421
21922,g__Thermanaerovibrio,2.237204095
21923,g__Thermasporomyces,2.475655955
21924,g__Thermaurantiacus,2.325137074
21925,g__Thermaurantimonas,2.225167575
21926,g__Thermicanus,2.816696254
21927,g__Thermincola,2.872951622
21928,g__Thermithiobacillus,2.812232915
21929,g__Thermoactinomyces,3.611317968
21930,g__Thermoactinomyces_A,4.227905166
21931,g__Thermoanaerobacter,2.399263467
21932,g__Thermoanaerobacterium,2.377677952
21933,g__Thermoanaerobaculum,2.202243687
21934,g__Thermobacillus,2.764998039
21935,g__Thermobaculum,2.018309102
21936,g__Thermobifida,3.481209624
21937,g__Thermobispora,3.016837442
21938,g__Thermobrachium,3.355725137
21939,g__Thermocatellispora,5.988972335
21940,g__Thermochlorobacter,2.53800574
21941,g__Thermochromatium,2.822653106
21942,g__Thermocladium,2.446759196
21943,g__Thermoclostridium,2.374000993
21944,g__Thermoclostridium_A,2.492037153
21945,g__Thermococcus,2.89864076
21946,g__Thermococcus_A,2.572781815
21947,g__Thermococcus_B,2.853682082
21948,g__Thermococcus_C,2.828377225
21949,g__Thermocoleostomius,3.35829374
21950,g__Thermocrinis,1.889078376
21951,g__Thermocrinis_A,2.127705005
21952,g__Thermocrispum,3.100479175
21953,g__Thermodesulfatator,2.60029541
21954,g__Thermodesulfatator_A,2.303265123
21955,g__Thermodesulfitimonas,1.990176236
21956,g__Thermodesulfobacterium,1.951075689
21957,g__Thermodesulfobium,2.115319272
21958,g__Thermodesulfomicrobium,2.342139259
21959,g__Thermodesulforhabdus,2.858305171
21960,g__Thermodesulfovibrio,2.037869258
21961,g__Thermofilum,2.411128135
21962,g__Thermofilum_C,1.876609468
21963,g__Thermoflavifilum,1.684243017
21964,g__Thermoflavimicrobium,4.134491548
21965,g__Thermoflexibacter,3.64301446
21966,g__Thermoflexus,2.223632109
21967,g__Thermogemmata,2.875404316
21968,g__Thermogemmatispora,3.179303842
21969,g__Thermogladius,2.165096939
21970,g__Thermogutta,2.533266148
21971,g__Thermogymnomonas,2.969152758
21972,g__Thermohalobacter,2.801069139
21973,g__Thermohalobaculum,3.213818523
21974,g__Thermoleophilum,1.821252842
21975,g__Thermoleptolyngbya,3.642013724
21976,g__Thermolongibacillus,4.315443152
21977,g__Thermomicrobium,2.235834653
21978,g__Thermomonas,2.620098366
21979,g__Thermomonospora,4.09367562
21980,g__Thermonema,2.954963346
21981,g__Thermopetrobacter,2.377964285
21982,g__Thermophagus,2.081208774
21983,g__Thermophilibacter,2.456344876
21984,g__Thermoplasma,2.154743841
21985,g__Thermopolyspora,3.629809674
21986,g__Thermoproteus,2.251439377
21987,g__Thermorudis,2.365939377
21988,g__Thermosediminibacter,2.63771263
21989,g__Thermosinus,2.759203643
21990,g__Thermosipho,1.992154795
21991,g__Thermosipho_A,1.920504618
21992,g__Thermosipho_B,1.99269371
21993,g__Thermosphaera,2.159657476
21994,g__Thermospira,2.21335196
21995,g__Thermosporothrix,4.263786371
21996,g__Thermostaphylospora,3.667492218
21997,g__Thermostichus,2.762784815
21998,g__Thermosulfidibacter,2.122762359
21999,g__Thermosulfurimonas_A,2.26101534
22000,g__Thermosulfuriphilus,2.452890004
22001,g__Thermosynechococcus,2.610081419
22002,g__Thermosynergistes,2.14190768
22003,g__Thermosyntropha,2.415314401
22004,g__Thermotalea,3.575196708
22005,g__Thermotoga,1.849917152
22006,g__Thermotomaculum,2.238748359
22007,g__Thermovenabulum,2.660108129
22008,g__Thermovibrio,2.378938853
22009,g__Thermovirga,2.401148827
22010,g__Thermovorax,2.534786007
22011,g__Thermus,2.442534743
22012,g__Thermus_A,2.341772863
22013,g__Theseobacter,1.954854581
22014,g__Thioalbus,3.16017229
22015,g__Thioalkalivibrio,2.564011431
22016,g__Thioalkalivibrio_A,3.029828816
22017,g__Thiobaca,2.983349779
22018,g__Thiobacillus,3.029571722
22019,g__Thiobius,2.62729885
22020,g__Thiocapsa,3.479400561
22021,g__Thioclava,3.832241099
22022,g__Thiococcus,2.886283849
22023,g__Thiocystis,3.570709267
22024,g__Thiodiazotropha,3.460170994
22025,g__Thiodictyon,4.00058268
22026,g__Thiodubiliella,2.436100546
22027,g__Thiofilum,3.587902893
22028,g__Thioflavicoccus,3.0030989
22029,g__Thioflexithrix,3.11447075
22030,g__Thioglobus_A,2.582428456
22031,g__Thioglobus_B,2.493389669
22032,g__Thioglobus_C,2.302159772
22033,g__Thiogranum,2.780640528
22034,g__Thiohalobacter,2.768202919
22035,g__Thiohalocapsa,3.393099254
22036,g__Thiohalomonas,2.90938899
22037,g__Thiohalophilus,3.026046607
22038,g__Thiohalorhabdus,2.160424466
22039,g__Thiohalospira,2.597470018
22040,g__Thiolapillus,2.594511719
22041,g__Thiolinea,3.118953217
22042,g__Thiomargarita,4.014835014
22043,g__Thiomicrorhabdus,3.72339022
22044,g__Thiomicrospira,3.189866374
22045,g__Thiomonas,2.895695466
22046,g__Thioploca,3.265850623
22047,g__Thiopontia,2.776361105
22048,g__Thiopseudomonas,3.318504685
22049,g__Thiorhodococcus,3.614210832
22050,g__Thiorhodospira,2.983028565
22051,g__Thiorhodovibrio,3.456900715
22052,g__Thiorhodovibrio_B,2.512930424
22053,g__Thiospirillum,2.841075402
22054,g__Thiospirochaeta,2.895553721
22055,g__Thiosulfativibrio,3.737256496
22056,g__Thiosymbion,2.984042723
22057,g__Thiothrix,3.690484867
22058,g__Thiovibrio,3.156505917
22059,g__Thiovulum_A,2.598558795
22060,g__Thiovulum_B,2.71572564
22061,g__Thiovulum_C,2.46586194
22062,g__Thomasclavelia,2.860947879
22063,g__Thorsellia,3.738971459
22064,g__Tianweitania,4.048224679
22065,g__Tibeticola,2.890902656
22066,g__Tichowtungia,2.031353843
22067,g__Tiddalikarchaeum,2.277213234
22068,g__Tidjanibacter,2.374191626
22069,g__Timaviella,3.614877955
22070,g__Timburyella,2.164661913
22071,g__Timonella,3.610799828
22072,g__Tindallia,2.824807134
22073,g__Tissierella,3.308930576
22074,g__Tissierella_A,2.619360964
22075,g__Tissierella_B,3.006528049
22076,g__Tistlia,3.70370583
22077,g__Tistrella,4.34845661
22078,g__Tityobacter,3.015803222
22079,g__Tokpelaia,2.595390808
22080,g__Tokpelaia_A,2.165881717
22081,g__Tolumonas,3.798000964
22082,g__Tolypothrix_B,5.11239294
22083,g__Tomitella,3.22293735
22084,g__Tous-C4FEB,2.647583925
22085,g__Trabulsiella,5.011787477
22086,g__Tractidigestivibacter,2.660714227
22087,g__Tranquillimonas,3.242676216
22088,g__Traorella,3.094663829
22089,g__Trebonia,4.054180288
22090,g__Tremblaya,1.548741684
22091,g__Treponema,2.659936229
22092,g__Treponema_B,2.975896951
22093,g__Treponema_C,2.31328156
22094,g__Treponema_D,2.798285266
22095,g__Treponema_F,2.863921586
22096,g__Treponema_G,2.501676034
22097,g__Trichlorobacter,2.913328414
22098,g__Trichloromonas,3.194197981
22099,g__Trichococcus,5.060760321
22100,g__Trichocoleus,4.063045335
22101,g__Trichodesmium,4.044366487
22102,g__Trichofilum,4.53128607
22103,g__Trichormus,4.290813392
22104,g__Trichormus_B,4.430598553
22105,g__Trichothermofontia,2.976025645
22106,g__Trinickia,4.693686456
22107,g__Tritonobacter,2.023734168
22108,g__Tropheryma,2.262389062
22109,g__Tropicibacter,4.418895817
22110,g__Tropicimonas,4.119629827
22111,g__Truepera,2.811082577
22112,g__Trueperella,2.688872209
22113,g__Tsukamurella,3.748295322
22114,g__Tsuneonella,2.941509045
22115,g__Tuberibacillus,3.392488727
22116,g__Tullyiplasma,2.793896902
22117,g__TumbabinsA96,2.8328709
22118,g__Tumebacillus,5.241927777
22119,g__Tumebacillus_A,5.523620205
22120,g__Tumulicola,3.194838038
22121,g__Tunicatimonas,4.239453627
22122,g__Turicibacter,3.99831747
22123,g__Turicimonas,3.784978141
22124,g__Turneriella,3.186347018
22125,g__Tuwongella,4.381517797
22126,g__Tyloplasma,2.060656468
22127,g__Tyrphobacter,2.121209024
22128,g__Tyzzerella,3.01845734
22129,g__U87765,4.244711829
22130,g__UA16,2.55799082
22131,g__UASB124,1.904219414
22132,g__UASB340,1.892781923
22133,g__UB1719,1.817745023
22134,g__UBA10001,1.778577613
22135,g__UBA10002,1.875120025
22136,g__UBA10003,1.792784262
22137,g__UBA10009,1.376568616
22138,g__UBA1001,2.713674441
22139,g__UBA10014,1.746388882
22140,g__UBA10015,1.990134363
22141,g__UBA10025,1.954554327
22142,g__UBA10030,2.455626361
22143,g__UBA1006,1.994737955
22144,g__UBA10066,2.525647471
22145,g__UBA10085,2.208481928
22146,g__UBA10092,1.410828933
22147,g__UBA10102,1.574929955
22148,g__UBA10103,2.02782076
22149,g__UBA10105,1.234853267
22150,g__UBA10107,1.801963891
22151,g__UBA10108,1.526033204
22152,g__UBA10110,1.522281886
22153,g__UBA10117,1.904743607
22154,g__UBA10118,1.823472648
22155,g__UBA10119,1.268266322
22156,g__UBA10122,1.523440483
22157,g__UBA10133,1.862976338
22158,g__UBA10138,1.488428098
22159,g__UBA1014,3.083954914
22160,g__UBA10146,1.629117884
22161,g__UBA10151,1.55695845
22162,g__UBA10161,1.944872489
22163,g__UBA10165,1.222621669
22164,g__UBA10166,2.491598794
22165,g__UBA10169,1.7905431
22166,g__UBA10170,2.258552855
22167,g__UBA10174,2.866662075
22168,g__UBA1018,4.119804463
22169,g__UBA10181,1.58251311
22170,g__UBA10183,1.675432989
22171,g__UBA10185,1.38287802
22172,g__UBA10190,1.301780993
22173,g__UBA10191,2.152798018
22174,g__UBA10197,1.546113118
22175,g__UBA10199,2.611548464
22176,g__UBA102,2.031265747
22177,g__UBA1020,2.202165614
22178,g__UBA10200,2.048973665
22179,g__UBA10204,2.13603831
22180,g__UBA10205,1.968636869
22181,g__UBA10210,1.857091023
22182,g__UBA10212,1.722078208
22183,g__UBA10214,2.00265137
22184,g__UBA10216,2.01393253
22185,g__UBA10219,1.975901384
22186,g__UBA10281,2.210363305
22187,g__UBA10324,2.901981308
22188,g__UBA10329,3.236660178
22189,g__UBA10347,3.505571136
22190,g__UBA10348,3.192693614
22191,g__UBA10349,2.837084773
22192,g__UBA10364,2.711762146
22193,g__UBA10365,2.927407989
22194,g__UBA1038,2.309846316
22195,g__UBA10424,2.683835554
22196,g__UBA10425,2.250148144
22197,g__UBA10426,2.717227457
22198,g__UBA10427,3.487729606
22199,g__UBA10428,2.65088483
22200,g__UBA10438,2.725080973
22201,g__UBA10449,2.423295282
22202,g__UBA10450,2.25867868
22203,g__UBA1046,2.267299128
22204,g__UBA1049,2.666631394
22205,g__UBA10511,4.171581915
22206,g__UBA10518,2.578639594
22207,g__UBA10536,2.412442337
22208,g__UBA10566,2.223457544
22209,g__UBA1062,2.76188004
22210,g__UBA1063,1.940538887
22211,g__UBA1064,2.204702379
22212,g__UBA10646,3.069643737
22213,g__UBA10649,2.77884443
22214,g__UBA10656,4.172002573
22215,g__UBA1067,1.979117444
22216,g__UBA10677,2.043423144
22217,g__UBA10799,2.835408053
22218,g__UBA10806,2.675418928
22219,g__UBA1081,2.475701258
22220,g__UBA10834,2.295351851
22221,g__UBA10906,3.081791708
22222,g__UBA10908,2.650192029
22223,g__UBA10939,3.902302309
22224,g__UBA1096,2.277925118
22225,g__UBA10988,2.151336597
22226,g__UBA1100,2.329623562
22227,g__UBA11029,3.119236732
22228,g__UBA11034,3.130556295
22229,g__UBA11051,2.558533249
22230,g__UBA11056,4.71355771
22231,g__UBA11073,2.338980496
22232,g__UBA11090,2.16344733
22233,g__UBA11096,2.029922682
22234,g__UBA11098,1.554576992
22235,g__UBA11136,2.228102411
22236,g__UBA11155,2.029162305
22237,g__UBA11164,2.701917708
22238,g__UBA11222,2.811982683
22239,g__UBA1123,3.242621507
22240,g__UBA11236,2.549015485
22241,g__UBA1124,3.231953371
22242,g__UBA1127,2.499261636
22243,g__UBA11320,3.745313374
22244,g__UBA11346,2.364941197
22245,g__UBA1135,2.227401596
22246,g__UBA11358,2.511825016
22247,g__UBA11359,2.043849801
22248,g__UBA11361,3.092329008
22249,g__UBA11370,4.100238466
22250,g__UBA11373,2.36033853
22251,g__UBA1138,3.244956028
22252,g__UBA11386,2.642760453
22253,g__UBA11393,2.389195334
22254,g__UBA11398,2.876259229
22255,g__UBA114,2.885487478
22256,g__UBA1140,2.910474901
22257,g__UBA11400,2.878863005
22258,g__UBA11403,2.629027243
22259,g__UBA1141,2.538091671
22260,g__UBA1142,2.526940837
22261,g__UBA11426,2.572398636
22262,g__UBA1144,1.918967063
22263,g__UBA11452,2.578752749
22264,g__UBA1146,2.636004794
22265,g__UBA1147,2.355976739
22266,g__UBA11475,2.292031375
22267,g__UBA1149,2.568269045
22268,g__UBA11490,2.194746902
22269,g__UBA1151,2.953861971
22270,g__UBA11512,2.806864041
22271,g__UBA11524,2.491267098
22272,g__UBA11540,2.344950096
22273,g__UBA11549,2.891869279
22274,g__UBA11574,3.016761081
22275,g__UBA11576,1.949761724
22276,g__UBA11579,2.754021725
22277,g__UBA11591,2.76558653
22278,g__UBA11600,2.044640806
22279,g__UBA11606,3.168555236
22280,g__UBA1161,1.77618302
22281,g__UBA11612,3.339087226
22282,g__UBA11618,1.518792173
22283,g__UBA1162,2.233064311
22284,g__UBA1163,3.06737984
22285,g__UBA11650,2.951947582
22286,g__UBA11654,2.261521182
22287,g__UBA11657,1.826653434
22288,g__UBA11663,2.532626978
22289,g__UBA11682,3.533397116
22290,g__UBA11699,1.754334726
22291,g__UBA117,2.430884538
22292,g__UBA11703,1.689640465
22293,g__UBA11704,2.147742954
22294,g__UBA11705,2.002917259
22295,g__UBA11707,1.736080284
22296,g__UBA11710,1.750119056
22297,g__UBA11712,1.562270115
22298,g__UBA11713,1.661984362
22299,g__UBA11716,1.91309192
22300,g__UBA11717,2.025091535
22301,g__UBA1172,2.846669389
22302,g__UBA1174,2.209565576
22303,g__UBA11740,3.487970225
22304,g__UBA1177,2.624222718
22305,g__UBA11774,3.422949277
22306,g__UBA1179,2.063325449
22307,g__UBA11791,2.628680101
22308,g__UBA11795,2.468763155
22309,g__UBA1181,2.595320959
22310,g__UBA1183,2.281039151
22311,g__UBA11855,2.351180972
22312,g__UBA11858,3.125617373
22313,g__UBA11865,2.940255434
22314,g__UBA11869,2.022058202
22315,g__UBA11872,2.438466037
22316,g__UBA11873,3.183354327
22317,g__UBA1188,2.045743781
22318,g__UBA11883,3.044309535
22319,g__UBA11889,2.764516666
22320,g__UBA1189,2.334477799
22321,g__UBA11891,2.176241055
22322,g__UBA119,1.651751849
22323,g__UBA1195,2.474854536
